CASEID	at101001	at101002	at101003	at101004	at101005	at101006	at101007	at101008	at101009	at101010	at101011	at101012	at101013	at101014	at101015	at101016	at101017	at101018	at101019	at101020	at101021	at101022	at101023	at101024	at101025	at101026	at101027	at101028	at101029	at101030	at101031	at101032	at101033	at101034	at101035	at101036	at101037	at101038	at101039	at101040	at101041	at101042	at101043	at101044	at101045	at101046	at101047	at101048	at101049	at102001	at102002	at102003	at102004	at102005	at102006	at102007	at102008	at102009	at102010	at102011	at102012	at102013	at102014	at102015	at102016	at102017	at102018	at102019	at102020	at102021	at102022	at102023	at102024	at102025	at102026	at102027	at102028	at102029	at102030	at102031	at102032	at102033	at102034	at102035	at102036	at102037	at102038	at102039	at102040	at102041	at102042	at102043	at102044	at102045	at102046	at102047	at102048	at102049	at102050	at102051	at102052	at102053	at102054	at102055	at102056	at102057	at102058	at102059	at102060	at102061	at102062	at102063	at102064	at102065	at102066	at102067	at102068	at102069	at102070	at102071	at102072	at102073	at102074	at102075	at102076	at102077	at102078	at102079	at102080	at102081	at102082	at102083	at103001	at103002	at103003	at103004	at103005	at103006	at103007	at103008	at103009	at103010	at103011	at103012	at103013	at103014	at103015	at103016	at103017	at103018	at103019	at103020	at103021	at103022	at103023	at103024	at103025	at103026	at103027	at103028	at103029	at103030	at103031	at103032	at103033	at103034	at103035	at103036	at103037	at103038	at103039	at103040	at103041	at103042	at103043	at103044	at103045	at103046	at103047	at103048	at103049	at103050	at103051	at103052	at103053	at103054	at103055	at103056	at103057	at103058	at103059	at103060	at103061	at103062	at103063	at103064	at103065	at103066	at103067	at103068	at103069	at103070	at103071	at103072	at103073	at103074	at103075	at103076	at103077	at103078	at103079	at103080	at103081	at103082	at103083	at104001	at104002	at104003	at104004	at104005	at104006	at104007	at104008	at104009	at104010	at104011	at105001	at105002	at105003	at105004	at105005	at105006	at105007	at105008	at105009	at105010	at105011	at105012	at105013	at105014	at105015	at105016	at105017	at105018	at105019	at105020	at105021	at105022	at105023	at105024	at105025	at105026	at105027	at105028	at105029	at105030	at105031	at105032	at105033	at105034	at105035	at105036	at105037	at105038	at105039	at105040	at105041	at105042	at105043	at105044	at105045	at105046	at105047	at105048	at105049	at105050	at105051	at105052	at105053	at105054	at105055	at105056	at105057	at105058	at105059	at105060	at105061	at105062	at105063	at105064	at105065	at105066	at105067	at105068	at105069	at105070	at105071	at105072	at105073	at105074	at105075	at105076	at105077	at105078	at105079	at105080	at105081	at105082	at105083	at105084	at105085	at105086	at105087	at105088	at105089	at105090	at105091	at105092	at105093	at105094	at105095	at105096	at105097	at105098	at105099	at105100	at105101	at105102	at105103	at105104	at105105	at105106	at105107	at105108	at105109	at105110	at105111	at105112	at105113	at105114	at105115	at105116	at105117	at105118	at105119	at105120	at105121	at105122	at105123	at105124	at105125	at105126	at105127	at105128	at105129	at105130	at105131	at105132	at105133	at105134	at105135	at105136	at105137	at105138	at105139	at105140	at105141	at105142	at105143	at105144	at105145	at105146	at105147	at105148	at105149	at105150	at105151	at105152	at105153	at105154	at105155	at105156	at105157	at105158	at105159	at105160	at105161	at105162	at105163	at105164	at105165	at105166	at105167	at105168	at105169	at105170	at105171	at105172	at105173	at105174	at105175	at105176	at105177	at105178	at105179	at105180	at105181	at105182	at105183	at105184	at105185	at105186	at105187	at105188	at105189	at105190	at105191	at105192	at105193	at105194	at105195	at105196	at105197	at105198	at105199	at105200	at105201	at105202	at105203	at105204	at105205	at201001	at201002	at201003	at201004	at201005	at201006	at201007	at201008	at201009	at201010	at201011	at201012	at201013	at201014	at201015	at201016	at201017	at201018	at201019	at201020	at201021	at201022	at201023	at201024	at201025	at201026	at201027	at201028	at201029	at201030	at201031	at201032	at201033	at201034	at201035	at201036	at201037	at201038	at201039	at201040	at201041	at201042	at201043	at201044	at201045	at201046	at202001	at202002	at202003	at202004	at202005	at202006	at202007	at202008	at202009	at202010	at202011	at202012	at202013	at202014	at202015	at202016	at202017	at202018	at202019	at202020	at202021	at202022	at202023	at202024	at202025	at202026	at202027	at202028	at202029	at202030	at202031	at202032	at202033	at202034	at202035	at202036	at202037	at202038	at202039	at202040	at202041	at202042	at202043	at202044	at202045	at202046	at202047	at202048	at202049	at202050	at202051	at202052	at202053	at202054	at202055	at202056	at202057	at202058	at202059	at202060	at202061	at202062	at202063	at202064	at202065	at202066	at202067	at202068	at202069	at202070	at202071	at202072	at202073	at202074	at202075	at203001	at203002	at203003	at203004	at203005	at203006	at203007	at203008	at203009	at203010	at203011	at203012	at203013	at203014	at203015	at203016	at203017	at203018	at203019	at203020	at203021	at203022	at203023	at203024	at203025	at203026	at203027	at203028	at203029	at203030	at203031	at203032	at203033	at203034	at203035	at203036	at203037	at203038	at203039	at203040	at203041	at203042	at203043	at203044	at203045	at203046	at203047	at203048	at203049	at203050	at203051	at203052	at203053	at203054	at203055	at203056	at203057	at203058	at203059	at203060	at203061	at203062	at203063	at203064	at203065	at301001	at301002	at301003	at301004	at301005	at301006	at301007	at301008	at301009	at301010	at301011	at301012	at301013	at301014	at301015	at301016	at301017	at301018	at301019	at301020	at301021	at301022	at301023	at301024	at301025	at301026	at301027	at301028	at301029	at301030	at301031	at301032	at301033	at301034	at301035	at301036	at301037	at301038	at301039	at301040	at301041	at301042	at301043	at301044	at301045	at301046	at301047	at301048	at302001	at302002	at302003	at302004	at302005	at302006	at302007	at302008	at302009	at302010	at302011	at302012	at302013	at302014	at302015	at302016	at302017	at302018	at302019	at302020	at302021	at302022	at302023	at302024	at302025	at302026	at302027	at302028	at302029	at302030	at302031	at302032	at302033	at302034	at302035	at302036	at302037	at302038	at302039	at302040	at302041	at302042	at302043	at302044	at302045	at302046	at302047	at302048	at302049	at302050	at302051	at302052	at302053	at302054	at302055	at302056	at302057	at302058	at302059	at302060	at302061	at302062	at302063	at302064	at302065	at302066	at302067	at302068	at302069	at302070	at302071	at302072	at302073	at302074	at302075	at302076	at302077	at302078	at302079	at302080	at302081	at302082	at302083	at302084	at302085	at302086	at302087	at302088	at302089	at302090	at302091	at302092	at302093	at302094	at302095	at302096	at302097	at302098	at302099	at302100	at302101	at302102	at302103	at302104	at302105	at302106	at302107	at302108	at302109	at302110	at302111	at303001	at303002	as101001	as101002	as101003	as101004	as101005	as101006	as101007	as101008	as101009	as101010	as101011	as101012	as101013	as101014	as101015	as101016	as101017	as101018	as101019	as101020	as101021	as101022	as101023	as101024	as101025	as101026	as101027	as101028	as101029	as101030	as101031	as101032	as101033	as101034	as101035	as101036	as101037	as101038	as101039	as101040	as101041	as101042	as101043	as101044	as101045	as101046	as101047	as101048	as101049	as102001	as102002	as102003	as102004	as102005	as102006	as102007	as102008	as102009	as102010	as102011	as102012	as102013	as102014	as102015	as102016	as102017	as102018	as102019	as102020	as102021	as102022	as102023	as102024	as102025	as102026	as102027	as102028	as102029	as102030	as102031	as102032	as102033	as102034	as102035	as102036	as102037	as102038	as102039	as102040	as102041	as102042	as102043	as102044	as102045	as102046	as102047	as102048	as102049	as102050	as102051	as102052	as102053	as102054	as102055	as102056	as102057	as102058	as102059	as102060	as102061	as102062	as102063	as102064	as102065	as102066	as102067	as102068	as102069	as102070	as102071	as102072	as102073	as102074	as102075	as102076	as102077	as102078	as102079	as102080	as102081	as102082	as102083	as103001	as103002	as103003	as103004	as103005	as103006	as103007	as103008	as103009	as103010	as103011	as103012	as103013	as103014	as103015	as103016	as103017	as103018	as103019	as103020	as103021	as103022	as103023	as103024	as103025	as103026	as103027	as103028	as103029	as103030	as103031	as103032	as103033	as103034	as103035	as103036	as103037	as103038	as103039	as103040	as103041	as103042	as103043	as103044	as103045	as103046	as103047	as103048	as103049	as103050	as103051	as103052	as103053	as103054	as103055	as103056	as103057	as103058	as103059	as103060	as103061	as103062	as103063	as103064	as103065	as103066	as103067	as103068	as103069	as103070	as103071	as103072	as103073	as103074	as103075	as103076	as103077	as103078	as103079	as103080	as103081	as103082	as103083	as104001	as104002	as104003	as104004	as104005	as104006	as104007	as104008	as104009	as104010	as104011	as105001	as105002	as105003	as105004	as105005	as105006	as105007	as105008	as105009	as105010	as105011	as105012	as105013	as105014	as105015	as105016	as105017	as105018	as105019	as105020	as105021	as105022	as105023	as105024	as105025	as105026	as105027	as105028	as105029	as105030	as105031	as105032	as105033	as105034	as105035	as105036	as105037	as105038	as105039	as105040	as105041	as105042	as105043	as105044	as105045	as105046	as105047	as105048	as105049	as105050	as105051	as105052	as105053	as105054	as105055	as105056	as105057	as105058	as105059	as105060	as105061	as105062	as105063	as105064	as105065	as105066	as105067	as105068	as105069	as105070	as105071	as105072	as105073	as105074	as105075	as105076	as105077	as105078	as105079	as105080	as105081	as105082	as105083	as105084	as105085	as105086	as105087	as105088	as105089	as105090	as105091	as105092	as105093	as105094	as105095	as105096	as105097	as105098	as105099	as105100	as105101	as105102	as105103	as105104	as105105	as105106	as105107	as105108	as105109	as105110	as105111	as105112	as105113	as105114	as105115	as105116	as105117	as105118	as105119	as105120	as105121	as105122	as105123	as105124	as105125	as105126	as105127	as105128	as105129	as105130	as105131	as105132	as105133	as105134	as105135	as105136	as105137	as105138	as105139	as105140	as105141	as105142	as105143	as105144	as105145	as105146	as105147	as105148	as105149	as105150	as105151	as105152	as105153	as105154	as105155	as105156	as105157	as105158	as105159	as105160	as105161	as105162	as105163	as105164	as105165	as105166	as105167	as105168	as105169	as105170	as105171	as105172	as105173	as105174	as105175	as105176	as105177	as105178	as105179	as105180	as105181	as105182	as105183	as105184	as105185	as105186	as105187	as105188	as105189	as105190	as105191	as105192	as105193	as105194	as105195	as105196	as105197	as105198	as105199	as105200	as105201	as105202	as105203	as105204	as105205	as201001	as201002	as201003	as201004	as201005	as201006	as201007	as201008	as201009	as201010	as201011	as201012	as201013	as201014	as201015	as201016	as201017	as201018	as201019	as201020	as201021	as201022	as201023	as201024	as201025	as201026	as201027	as201028	as201029	as201030	as201031	as201032	as201033	as201034	as201035	as201036	as201037	as201038	as201039	as201040	as201041	as201042	as201043	as201044	as201045	as201046	as202001	as202002	as202003	as202004	as202005	as202006	as202007	as202008	as202009	as202010	as202011	as202012	as202013	as202014	as202015	as202016	as202017	as202018	as202019	as202020	as202021	as202022	as202023	as202024	as202025	as202026	as202027	as202028	as202029	as202030	as202031	as202032	as202033	as202034	as202035	as202036	as202037	as202038	as202039	as202040	as202041	as202042	as202043	as202044	as202045	as202046	as202047	as202048	as202049	as202050	as202051	as202052	as202053	as202054	as202055	as202056	as202057	as202058	as202059	as202060	as202061	as202062	as202063	as202064	as202065	as202066	as202067	as202068	as202069	as202070	as202071	as202072	as202073	as202074	as202075	as203001	as203002	as203003	as203004	as203005	as203006	as203007	as203008	as203009	as203010	as203011	as203012	as203013	as203014	as203015	as203016	as203017	as203018	as203019	as203020	as203021	as203022	as203023	as203024	as203025	as203026	as203027	as203028	as203029	as203030	as203031	as203032	as203033	as203034	as203035	as203036	as203037	as203038	as203039	as203040	as203041	as203042	as203043	as203044	as203045	as203046	as203047	as203048	as203049	as203050	as203051	as203052	as203053	as203054	as203055	as203056	as203057	as203058	as203059	as203060	as203061	as203062	as203063	as203064	as203065	as204001	as204002	as204003	as204004	as204005	as204006	as204007	as204008	as204009	as204010	as204011	as204012	as204013	as205001	as205002	as205003	as205004	as205005	as205006	as205007	as205008	as205009	as205010	as205011	as205012	as205013	as205014	as205015	as205016	as205017	as205018	as205019	as205020	as205021	as205022	as205023	as205024	as205025	as205026	as205027	as205028	as205029	as205030	as205031	as205032	as205033	as205034	as205035	as205036	as205037	as205038	as205039	as205040	as205041	as205042	as205043	as205044	as205045	as205046	as205047	as205048	as205049	as205050	as205051	as205052	as205053	as205054	as205055	as205056	as205057	as205058	as205059	as205060	as205061	as205062	as205063	as205064	as205065	as205066	as205067	as205068	as205069	as205070	as205071	as205072	as205073	as205074	as205075	as205076	as205077	as206001	as206002	as206003	as206004	as206005	as206006	as206007	as206008	as206009	as206010	as206011	as206012	as206013	as206014	as206015	as206016	as206017	as206018	as206019	as206020	as206021	as206022	as206023	as206024	as206025	as206026	as206027	as206028	as207001	as207002	as207003	as207004	as207005	as207006	as207007	as207008	as207009	as207010	as207011	as207012	as207013	as207014	as207015	as207016	as207017	as207018	as207019	as207020	as207021	as207022	as207023	as207024	as207025	as207026	as207027	as207028	as207029	as207030	as207031	as207032	as207033	as207034	as207035	as207036	as207037	as207038	as207039	as207040	as207041	as207042	as207043	as207044	as207045	as207046	as207047	as301001	as301002	as301003	as301004	as301005	as301006	as301007	as301008	as301009	as301010	as301011	as301012	as301013	as301014	as301015	as301016	as301017	as301018	as301019	as301020	as301021	as301022	as301023	as301024	as301025	as301026	as301027	as301028	as301029	as301030	as301031	as301032	as301033	as301034	as301035	as301036	as301037	as301038	as301039	as301040	as301041	as301042	as301043	as301044	as301045	as301046	as301047	as301048	as302001	as302002	as302003	as302004	as302005	as302006	as302007	as302008	as302009	as302010	as302011	as302012	as302013	as302014	as302015	as302016	as302017	as302018	as302019	as302020	as302021	as302022	as302023	as302024	as302025	as302026	as302027	as302028	as302029	as302030	as302031	as302032	as302033	as302034	as302035	as302036	as302037	as302038	as302039	as302040	as302041	as302042	as302043	as302044	as302045	as302046	as302047	as302048	as302049	as302050	as302051	as302052	as302053	as302054	as302055	as302056	as302057	as302058	as302059	as302060	as302061	as302062	as302063	as302064	as302065	as302066	as302067	as302068	as302069	as302070	as302071	as302072	as302073	as302074	as302075	as302076	as302077	as302078	as302079	as302080	as302081	as302082	as302083	as302084	as302085	as302086	as302087	as302088	as302089	as302090	as302091	as302092	as302093	as302094	as302095	as302096	as302097	as302098	as302099	as302100	as302101	as302102	as302103	as302104	as302105	as302106	as302107	as302108	as302109	as302110	as302111	as303001	as303002
76	3	5	8	7	2	1	2	4	3	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	1	5	5	5	4	3	1	1	4	3	1	1	3	1	1	3	1	1	3	4	1	1	1	4	4	1	4	4	1	1	1	6	2	1	1	7	7	7	7	7	1	1	1	7	2	7	7	7	7	7	1	1	7	1	1	7	7	1	1	7	1	7	7	7	1	1	1	1	2	1	4	2	4	3	5	5	5	5	5	5	5	5	5	5	1	1	1	2	1	2	2	1	1	1	5	1	1	1	5	1	5	4	4	1	1	1	4	4	1	4	4	1	1	1	6	1	1	1	7	7	7	7	7	1	1	1	7	1	7	7	7	7	7	1	1	7	1	1	7	7	1	1	7	7	7	7	7	1	1	1	1	2	1	5	2	4	3	5	5	5	5	5	5	5	5	5	5	2	1	1	1	1	2	2	1	1	1	4	1	1	1	5	1	5	4	1	4	1	2	1	5	5	2	1	4	5	5	1	1	5	1	1	1	1	5	1	5	1	1	5	2	5	1	1	1	2	1	1	1	1	2	88	8	2	0	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	8	8	8	8	8	8	8	8	8	8	8	1	1	2	2	1	1	1	2	3	1	1	2	2	2	2	1	1	1	2	2	1	1	1	1	3	1	2	2	1	1	1	2	1	1	5	1	2	1	2	2	3	3	2	2	2	2	2	2	1	3	1	1	6	2	88	88	88	88	88	88	0	5	4	2	4	4	5	5	1	1	1	2	1	1	2	1	1	1	5	6	88	6	88	2	88	4	3	3	4	4	4	4	4	4	4	4	4	4	4	1	125	1	88	88	2	8	8	8	88	88	88	888	88	2	888	1	2	2	1	2	2	1	1	1	2	2	88	1	1	2	3	4	2	2	2	2	3	3	2	3	1	2	3	1	2	3	2	2	2	2	1	4	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	2	1	2	2	1	1	1	1	1	1	1	1	2	5	4	8	2	2	2	1	2	88	1	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	88	3	4	1	1	1	4	1	1	1	6	2	1	1	7	7	6	7	7	1	1	2	7	2	6	7	7	7	7	1	1	7	2	2	7	7	1	2	7	7	7	7	7	1	4	2	1	4	3	1	1	2	1	2	1	2	3	3	1	2	4	1	1	1	4	4	1	1	5	1	5	5	5	2	5	5	5	5	5	5	1	1	2	3	1	1	1	5	3	110	2	2	88	8	9	1	1	2	2	3	3	2	2	4	1	2	1	1	1	2	2	88	2	3	3	4	8	88	2	1	2	4	3	3	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	5	1	5	2	5	5	5	1	1	88	3	1	1	88	1	3	3	1	2	3	4	1	1	1	4	4	1	4	4	1	1	1	6	3	1	1	7	7	7	7	7	1	1	1	7	1	7	7	7	7	7	1	1	7	1	2	7	7	1	1	7	7	7	7	7	1	2	1	2	1	1	4	5	4	2	4	3	5	5	5	5	5	5	5	3	2	2	1	2	1	1	1	1	2	4	5	1	1	1	5	1	5	4	3	2	1	2	3	2	1	2	3	2	2	4	6	5	2	3	7	7	5	7	7	6	4	5	7	1	7	7	7	7	7	2	2	5	1	3	7	7	1	3	7	7	7	7	7	6	4	3	4	1	1	3	5	4	2	3	2	5	3	5	5	5	5	5	4	2	4	2	4	4	2	3	3	2	4	5	1	1	1	5	1	5	4	1	3	2	1	2	5	5	2	1	4	5	4	5	1	5	1	5	1	1	5	1	5	1	1	5	5	5	4	1	1	4	1	1	1	2	2	88	8	2	0	2	0	4	2	1	1	2	1	5	1	1	2	1	1	1	1	1	3	1	1	5	1	1	1	2	3	3	1	3	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	8	8	8	8	8	8	8	8	8	8	8	2	1	1	4	1	1	1	1	1	1	1	3	1	1	3	4	2	1	1	1	1	1	1	1	4	1	1	1	1	1	1	3	2	1	3	1	3	1	3	2	1	1	2	2	2	3	3	3	3	3	1	2	10	2	88	88	88	88	88	88	0	5	5	2	4	5	5	5	1	1	1	1	1	1	1	2	1	1	5	8	88	8	88	1	88	4	3	1	3	3	4	3	3	4	4	4	4	4	4	1	300	1	8	2	1	2	2	1	5	88	88	12	13	2	888	2	2	2	1	1	2	1	1	2	2	2	88	1	4	2	2	4	2	4	4	4	3	4	2	4	3	2	4	2	2	2	4	2	2	2	2	4	2	4	2	1	1	5	4	4	4	4	2	4	2	2	2	2	2	1	1	1	2	2	2	1	1	1	2	2	2	4	4	1	1	2	1	4	1	4	4	4	4	4	4	3	4	4	4	3	3	1	4	88	2	1	3	3	2	4	4	1	4	4	4	2	2	2	2	2	2	2	1	2	88	2	1	1	4	3	3	2	2	4	4	3	1	1	9	1	1	1	1	1	8	8	8	8	8	8	3	5	3	3	2	1	1	1	1	2	1	1	2	3	1	88	3	1	1	2	2	2	1	1	2	1	2	2	2	88	21	88	2	2	0	1	4	1	2	2	2	3	5	2	5	5	1	5	1	1	1	2	1	2	2	1	2	1	3	88	1	1	8	88	9	3	2	1	1	1	1	1	2	2	1	1	1	5	5	1	1	4	6	9	11	18	23	26	1	3	7	13	14	15	1	1	1	2	2	2	25	27	99	23	30	35	18	8	2	2	2	2	2	88	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	88	4	4	1	1	1	4	1	1	1	5	2	1	3	6	5	7	4	4	6	5	2	7	1	4	7	5	7	6	2	3	2	3	4	5	6	3	2	5	6	7	6	6	4	4	1	1	3	3	2	2	4	2	2	2	3	4	4	3	3	4	1	3	2	4	4	2	2	5	2	5	5	5	3	5	5	5	5	5	5	4	1	4	4	3	4	4	5	10	150	3	1	13	8	1	1	2	2	2	2	2	4	4	5	5	2	2	1	1	2	2	88	4	3
202	3	5	8	5	3	1	4	2	3	2	2	1	1	2	1	2	1	1	2	1	1	1	2	1	2	2	3	1	1	2	5	1	4	4	5	3	5	1	4	88	1	2	88	88	8	2	3	1	2	3	4	1	1	4	3	4	2	3	3	2	1	1	5	3	2	4	5	7	7	6	5	2	2	1	7	1	7	7	5	6	5	1	1	6	1	3	3	6	1	2	6	7	4	7	3	5	1	2	3	1	1	5	4	2	5	4	1	2	3	5	5	5	4	5	3	2	1	3	2	1	3	2	1	3	4	4	2	1	1	4	1	4	2	1	3	3	2	2	1	3	2	1	2	2	4	4	3	5	6	2	4	2	2	5	6	6	6	6	3	7	7	7	7	7	4	3	3	3	4	5	5	2	6	5	2	6	6	2	4	2	2	3	1	2	1	3	4	3	3	1	5	1	4	5	4	3	5	4	3	5	2	3	2	4	4	2	3	5	4	2	1	1	4	2	3	3	1	2	3	2	1	3	4	3	1	3	5	2	4	1	3	1	3	2	2	4	1	1	1	1	3	4	3	5	2	2	5	4	3	5	1	1	10	4	2	0	1	87	2	2	2	1	2	4	3	2	2	4	3	3	2	1	2	1	4	4	2	3	2	3	4	2	4	1	3	2	2	4	3	2	2	1	4	1	1	4	2	3	2	3	2	2	2	1	3	3	1	12	1	1	13	2	2	88	8	2	88	8	1	13	4	1	13	2	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	1	13	2	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	1	12	2	2	88	8	2	88	8	1	11	1	2	88	8	1	12	1	1	13	2	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	1	12	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	3	3	4	1	3	4	2	2	3	2	2	3	3	1	1	3	3	2	1	2	3	3	2	3	3	2	1	2	3	2	1	4	2	3	2	2	2	3	3	1	1	3	3	2	2	1	3	1	2	3	1	2	88	88	88	88	88	0	4	4	4	2	2	2	4	1	3	1	3	4	4	4	4	4	4	4	6	88	6	88	1	88	3	2	1	4	3	2	2	1	4	4	4	3	3	4	1	250	1	2	88	1	2	2	1	1	88	88	6	10	2	888	1	2	2	1	2	1	1	1	1	1	2	88	2	4	3	2	3	3	3	3	3	3	3	4	5	2	1	3	1	2	1	5	3	2	3	2	4	2	2	1	1	1	1	3	3	2	2	1	1	2	3	3	2	4	1	2	1	4	2	2	1	1	2	3	2	2	1	4	1	1	3	3	4	1	2	3	4	8	2	1	2	2	2	88	2	2	2	1	1	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	88	1	1	4	4	3	1	3	3	2	1	5	5	7	2	2	2	7	2	7	7	5	2	4	1	6	4	4	1	7	4	2	4	3	1	3	5	4	2	3	4	2	1	5	1	2	2	2	1	4	2	3	3	4	4	1	1	1	4	2	1	4	4	3	1	1	4	1	5	1	5	5	5	3	5	5	5	5	5	5	1	5	4	3	4	1	3	5	8	130	3	1	13	8	1	1	2	9	9	2	2	3	3	5	3	2	2	2	1	2	2	88	2	1	3	1	2	88	3	1	3	3	3	3	2	2	2	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	5	1	2	2	1	2	5	1	3	88	2	1	1	2	1	1	3	1	3	2	4	1	2	2	2	3	1	3	3	1	2	4	6	6	6	1	7	7	7	7	7	2	2	2	7	2	7	7	7	7	6	2	2	7	2	3	7	6	2	4	3	6	7	7	7	2	2	3	3	4	2	4	4	3	4	4	1	4	4	5	5	5	5	5	4	2	3	2	4	2	3	3	2	3	4	3	1	1	1	4	3	5	3	3	1	2	2	3	3	1	4	3	1	2	4	6	6	6	1	7	7	7	7	7	2	2	3	7	4	7	7	6	7	7	2	3	7	4	3	7	7	2	4	4	6	6	7	7	7	4	4	3	4	4	4	4	4	5	4	3	5	5	5	5	5	4	5	4	2	2	2	4	2	3	3	2	3	5	4	1	1	1	4	3	5	4	1	4	4	2	1	4	5	2	1	3	5	2	4	1	3	2	3	1	2	5	1	5	1	1	3	3	3	5	2	4	5	2	3	5	2	2	88	8	2	0	1	88	1	2	1	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	2	2	1	1	1	2	1	2	2	1	1	2	2	1	1	2	3	1	1	1	1	2	1	1	2	2	88	8	2	88	8	2	88	8	2	88	8	1	13	4	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	1	12	0	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	1	13	1	2	88	8	2	88	8	1	7	0	2	88	8	1	13	1	1	13	1	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	2	88	8	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	3	3	2	2	3	3	1	4	2	3	5	3	1	2	1	2	2	2	1	3	4	2	2	4	2	2	3	4	3	2	5	4	3	3	2	2	1	1	1	1	3	3	2	2	2	3	1	4	5	2	88	88	88	88	88	88	2	4	4	3	1	4	5	2	2	1	2	4	4	2	2	3	2	2	5	8	88	8	88	1	88	4	3	2	3	4	3	3	3	2	4	4	4	2	4	1	200	1	8	88	2	8	8	8	88	88	88	888	88	2	888	1	2	1	1	1	1	1	1	1	1	2	88	3	4	3	2	2	3	2	4	2	2	4	4	3	2	2	4	3	2	2	5	2	3	3	2	4	2	3	2	1	3	3	3	4	3	4	3	3	3	3	3	3	4	3	2	2	2	2	2	2	2	3	4	3	2	4	5	1	1	2	2	4	1	3	1	3	2	5	2	9	4	3	4	4	2	3	3	1	9	3	1	1	1	1	2	2	1	2	1	1	2	2	2	2	2	2	2	2	88	1	4	4	4	3	4	4	4	4	4	4	1	9	9	1	1	1	1	1	8	8	8	8	8	8	3	4	4	3	3	2	1	1	2	1	3	3	1	4	1	88	4	1	1	2	1	2	1	1	1	2	2	1	2	88	23	1	2	2	9	2	4	3	4	4	4	3	5	5	5	5	2	1	3	1	1	1	1	1	2	1	2	2	3	88	1	1	8	88	6	3	3	4	4	3	3	4	4	4	3	3	3	4	5	4	4	4	11	12	18	19	25	26	3	13	14	15	21	27	2	3	4	3	2	3	25	99	21	20	99	99	25	8	1	1	2	2	2	88	2	2	2	2	1	1	2	1	1	2	2	1	2	1	2	2	1	2	1	1	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	88	2	1	3	3	3	1	3	4	4	4	5	6	7	2	4	4	3	3	7	6	7	7	5	1	3	6	4	3	5	3	5	5	4	4	4	5	5	3	4	5	3	2	6	1	2	1	1	1	4	3	1	2	2	3	2	1	1	3	1	1	3	4	3	1	1	4	4	3	3	4	2	5	5	1	3	4	4	4	2	5	4	4	4	3	2	3	5	9	160	3	1	13	8	1	1	2	2	2	2	2	2	2	3	1	1	2	2	1	2	2	88	4	3
